id_credito,id_cliente,fecha_desembolso,producto,canal,monto,plazo_meses,tasa_ea,estado,dias_mora
CRED02231,CLI0536,2023-11-06,Plus,Digital,5400000.0,36,2.63,Al día,0
CRED02232,CLI0207,2020-11-13,Empresarial,Televentas,9500000.0,48,3.12,En mora,129
CRED02233,CLI0367,2022-10-11,Empresarial,Sucursal,24700000.0,48,2.49,En mora,42
CRED02234,CLI0721,2022-12-15,Plus,Televentas,1900000.0,36,,Al día,0
CRED02235,CLI0420,2023-07-13,Plus,Convenio Empresa,6400000.0,48,2.85,Al día,0
CRED02236,CLI0303,2023-08-18,Plus,Televentas,3500000.0,36,1.77,Al día,0
CRED02237,CLI0165,2022-12-10,Plus,Televentas,2300000.0,12,2.15,Al día,0
CRED02238,CLI0041,2020-06-20,Express,Sucursal,1300000.0,36,2.29,En mora,3
CRED02239,CLI0562,2021-08-18,Express,Referido,1800000.0,18,2.01,Al día,0
CRED02240,CLI0509,2022-08-16,Plus,Convenio Empresa,5700000.0,18,2.13,Al día,0
CRED02241,CLI0213,2022-06-14,Express,Digital,3200000.0,24,1.63,Al día,0
CRED02242,CLI0705,2020-06-11,Express,Televentas,,18,1.84,Al día,0
CRED02243,CLI0493,2022-09-05,Plus,Digital,2800000.0,18,2.07,Al día,0
CRED02244,CLI0339,2021-09-07,Express,Televentas,2600000.0,18,2.85,Al día,0
CRED02245,CLI0241,2020-10-31,Plus,Televentas,4600000.0,18,1.81,Al día,0
CRED02246,CLI0003,2020-09-18,Plus,Referido,3200000.0,12,2.09,Cancelado,0
CRED02247,CLI0014,2023-11-02,Empresarial,Referido,9200000.0,24,1.61,En mora,102
CRED02248,CLI0688,2021-09-07,Express,Televentas,1200000.0,36,2.45,Cancelado,0
CRED02249,CLI0092,2021-05-24,Express,Digital,,48,2.54,Cancelado,0
CRED02250,CLI0114,2022-12-07,Plus,Referido,3100000.0,48,2.97,Al día,0
CRED02251,CLI0588,2022-05-25,Plus,Digital,2800000.0,24,,En mora,109
CRED02252,CLI0686,2021-08-28,Empresarial,Televentas,11300000.0,36,1.99,Al día,0
CRED02253,CLI0506,2023-03-10,Express,Digital,2100000.0,18,1.73,Al día,0
CRED02254,CLI0153,2020-04-07,Express,Digital,1500000.0,12,1.77,En mora,175
CRED02255,CLI0093,2023-02-02,Empresarial,Sucursal,14800000.0,36,3.15,Al día,0
CRED02256,CLI0799,2020-06-05,Express,Digital,1500000.0,36,2.64,Castigado,322
CRED02257,CLI0524,2020-04-02,Plus,Televentas,3600000.0,36,,Al día,0
CRED02258,CLI0077,2022-11-17,Express,Digital,2100000.0,36,1.73,En mora,142
CRED02259,CLI0741,2020-08-08,Express,Referido,1500000.0,18,2.33,Al día,0
CRED02260,CLI0741,2022-11-11,Express,Referido,1700000.0,48,1.85,Al día,0
CRED02261,CLI0104,2022-05-20,Express,Digital,600000.0,36,,Al día,0
CRED02262,CLI0263,2022-04-25,Plus,Digital,4000000.0,36,2.47,En mora,67
CRED02263,CLI0660,2020-07-12,Empresarial,Televentas,5700000.0,36,2.54,Al día,0
CRED02264,CLI0237,2022-08-09,Express,Digital,1000000.0,18,2.29,Al día,0
CRED02265,CLI0468,2023-09-15,Plus,Convenio Empresa,2500000.0,12,1.94,Al día,0
CRED02266,CLI0304,2023-03-10,Express,Digital,1100000.0,18,2.5,Al día,0
CRED02267,CLI0271,2021-06-02,Plus,Digital,3300000.0,12,2.72,Al día,0
CRED02268,CLI0476,2021-12-28,Express,Convenio Empresa,1300000.0,18,2.13,Al día,0
CRED02269,CLI0052,2021-06-05,Empresarial,Digital,12000000.0,24,2.36,En mora,147
CRED02270,CLI0103,2023-04-14,Plus,Referido,4300000.0,48,2.93,Al día,0
CRED02271,CLI0179,2020-06-16,Plus,Digital,2100000.0,48,1.75,Al día,0
CRED02272,CLI0041,2022-10-28,Plus,Digital,4100000.0,36,2.43,Al día,0
CRED02273,CLI0298,2020-02-03,Plus,Sucursal,4500000.0,12,2.09,Al día,0
CRED02274,CLI0369,2020-08-21,Empresarial,Televentas,8900000.0,18,2.69,Al día,0
CRED02275,CLI0694,2023-09-16,Plus,Convenio Empresa,3900000.0,36,1.53,En mora,129
CRED02276,CLI0321,2022-08-05,Empresarial,Digital,10400000.0,12,2.64,Al día,0
CRED02277,CLI0437,2021-01-02,Plus,Televentas,5200000.0,36,,Al día,0
CRED02278,CLI0757,2021-01-08,Express,Convenio Empresa,,48,1.61,Al día,0
CRED02279,CLI0119,2022-03-15,Plus,Digital,3700000.0,24,2.73,Al día,0
CRED02280,CLI0098,2020-04-02,Express,Convenio Empresa,3000000.0,36,2.59,Al día,0
CRED02281,CLI0777,2020-06-19,Plus,Televentas,6600000.0,12,3.02,Al día,0
CRED02282,CLI0047,2022-05-02,Express,Digital,2300000.0,36,2.38,En mora,79
CRED02283,CLI0010,2023-12-13,Plus,Televentas,4800000.0,12,2.4,Al día,0
CRED02284,CLI0142,2021-09-01,Express,Televentas,3100000.0,18,2.7,Al día,0
CRED02285,CLI0680,2021-10-04,Express,Digital,3500000.0,36,2.05,Al día,0
CRED02286,CLI0663,2023-04-17,Express,Televentas,1500000.0,36,1.56,Al día,0
CRED02287,CLI0175,2022-07-20,Empresarial,Digital,7300000.0,36,1.89,Cancelado,0
CRED02288,CLI0337,2023-10-04,Express,Televentas,1500000.0,24,1.9,Al día,0
CRED02289,CLI0367,2022-07-10,Express,Convenio Empresa,5600000.0,36,2.07,Castigado,206
CRED02290,CLI0449,2023-07-01,Plus,Televentas,2300000.0,36,3.1,Al día,0
CRED02291,CLI0637,2021-06-26,Plus,Sucursal,3400000.0,60,2.87,Al día,0
CRED02292,CLI0275,2021-11-30,Express,Digital,900000.0,48,3.09,Al día,0
CRED02293,CLI0751,2021-01-18,Express,Televentas,1700000.0,36,3.2,Al día,0
CRED02294,CLI0096,2021-03-08,Express,Convenio Empresa,1000000.0,36,2.24,Al día,0
CRED02295,CLI0382,2021-01-14,Empresarial,Televentas,9500000.0,24,1.89,Al día,0
CRED02296,CLI0351,2020-06-09,Express,Televentas,700000.0,12,2.45,Al día,0
CRED02297,CLI0188,2023-05-22,Express,Digital,2100000.0,18,3.0,Al día,0
CRED02298,CLI0117,2021-06-15,Express,Digital,2600000.0,48,2.29,Al día,0
CRED02299,CLI0411,2023-10-11,Express,Digital,1400000.0,36,,Al día,0
CRED02300,CLI0410,2020-08-05,Plus,Sucursal,3800000.0,36,1.73,Cancelado,0
CRED02301,CLI0468,2022-06-07,Express,Digital,1500000.0,24,2.21,Al día,0
CRED02302,CLI0279,2022-12-30,Express,Referido,1700000.0,12,2.16,En mora,109
CRED02303,CLI0395,2020-02-06,Express,Convenio Empresa,,18,2.1,Al día,0
CRED02304,CLI0707,2020-01-12,Express,Digital,2200000.0,24,3.01,Al día,0
CRED02305,CLI0490,2022-03-19,Express,Televentas,2700000.0,24,1.6,Al día,0
CRED02306,CLI0432,2020-08-26,Plus,Referido,3000000.0,48,3.15,Al día,0
CRED02307,CLI0665,2020-01-28,Plus,Referido,3600000.0,12,1.51,Al día,0
CRED02308,CLI0171,2020-12-17,Empresarial,Digital,12900000.0,24,3.11,Al día,0
CRED02309,CLI0116,2023-09-05,Empresarial,Digital,6400000.0,24,2.43,Al día,0
CRED02310,CLI0136,2022-09-04,Plus,Digital,2000000.0,60,2.69,Al día,0
CRED02311,CLI0713,2022-07-31,Express,Digital,1800000.0,48,1.82,Cancelado,0
CRED02312,CLI0744,2023-11-17,Plus,Televentas,4800000.0,24,2.61,Al día,0
CRED02313,CLI0061,2022-04-09,Plus,Referido,3100000.0,60,3.0,Al día,0
CRED02314,CLI0164,2023-09-09,Plus,Digital,3300000.0,24,1.74,Al día,0
CRED02315,CLI0107,2023-05-17,Plus,Convenio Empresa,3100000.0,18,1.72,Cancelado,0
CRED02316,CLI0427,2022-09-23,Express,Televentas,1100000.0,24,2.02,Al día,0
CRED02317,CLI0605,2021-09-12,Plus,Digital,5100000.0,18,1.77,Al día,0
CRED02318,CLI0495,2023-06-20,Plus,Digital,2600000.0,36,1.69,Cancelado,0
CRED02319,CLI0583,2023-06-17,Empresarial,Convenio Empresa,9100000.0,48,2.65,En mora,41
CRED02320,CLI0695,2022-01-08,Express,Referido,1100000.0,36,1.86,Al día,0
CRED02321,CLI0449,2023-11-15,Express,Convenio Empresa,900000.0,18,2.63,Al día,0
CRED02322,CLI0186,2023-10-11,Express,Digital,2300000.0,18,2.97,En mora,70
CRED02323,CLI0626,2023-11-14,Plus,Digital,3300000.0,12,2.61,En mora,24
CRED02324,CLI0389,2023-10-14,Express,Digital,,18,1.7,Al día,0
CRED02325,CLI0798,2022-03-19,Express,Televentas,900000.0,12,2.48,Al día,0
CRED02326,CLI0368,2021-09-11,Empresarial,Convenio Empresa,7900000.0,24,2.17,Al día,0
CRED02327,CLI0627,2020-06-28,Express,Digital,2200000.0,36,2.08,Al día,0
CRED02328,CLI0030,2020-09-13,Plus,Referido,9900000.0,36,2.04,Al día,0
CRED02329,CLI0701,2020-10-03,Express,Televentas,700000.0,12,3.08,Al día,0
CRED02330,CLI0745,2020-01-29,Plus,Convenio Empresa,,18,2.76,Cancelado,0
CRED02331,CLI0134,2021-01-25,Plus,Sucursal,4600000.0,18,1.73,En mora,134
CRED02332,CLI0495,2020-08-17,Empresarial,Digital,8200000.0,12,2.31,Al día,0
CRED02333,CLI0500,2020-02-02,Empresarial,Referido,12700000.0,24,2.04,Al día,0
CRED02334,CLI0116,2023-11-26,Express,Digital,1100000.0,18,3.16,Al día,0
CRED02335,CLI0422,2021-01-20,Express,Digital,1700000.0,36,3.16,Al día,0
CRED02336,CLI0452,2020-02-24,Express,Referido,,48,2.04,Al día,0
CRED02337,CLI0048,2021-03-04,Plus,Referido,6100000.0,24,2.1,Al día,0
CRED02338,CLI0065,2022-09-12,Empresarial,Televentas,8000000.0,36,2.52,Al día,0
CRED02339,CLI0268,2023-08-21,Express,Televentas,1400000.0,12,2.31,Al día,0
CRED02340,CLI0671,2020-10-24,Plus,Convenio Empresa,5600000.0,48,1.86,En mora,97
CRED02341,CLI0322,2023-08-23,Express,Referido,1100000.0,18,2.62,Al día,0
CRED02342,CLI0013,2021-05-10,Plus,Digital,4100000.0,18,2.07,Al día,0
CRED02343,CLI0722,2022-06-11,Empresarial,Convenio Empresa,5700000.0,12,2.61,En mora,33
CRED02344,CLI0695,2023-07-06,Express,Televentas,1100000.0,18,2.15,Al día,0
CRED02345,CLI0538,2023-01-08,Express,Televentas,1900000.0,24,2.69,Al día,0
CRED02346,CLI0786,2021-01-25,Express,Televentas,1100000.0,60,2.64,Al día,0
CRED02347,CLI0762,2020-06-25,Plus,Televentas,3300000.0,36,2.36,Castigado,198
CRED02348,CLI0591,2021-09-08,Plus,Sucursal,4700000.0,24,2.7,Al día,0
CRED02349,CLI0742,2022-08-07,Express,Televentas,1300000.0,24,2.28,Al día,0
CRED02350,CLI0579,2020-10-30,Express,Sucursal,2300000.0,36,1.7,Al día,0
CRED02351,CLI0230,2022-08-28,Express,Digital,1800000.0,48,1.81,Al día,0
CRED02352,CLI0686,2022-05-14,Plus,Convenio Empresa,4700000.0,36,1.92,Al día,0
CRED02353,CLI0347,2020-02-14,Plus,Convenio Empresa,6200000.0,24,1.61,Al día,0
CRED02354,CLI0532,2020-08-26,Express,Convenio Empresa,1800000.0,36,2.71,Cancelado,0
CRED02355,CLI0536,2020-12-06,Plus,Televentas,6800000.0,36,2.12,Cancelado,0
CRED02356,CLI0705,2020-11-08,Plus,Televentas,5500000.0,12,1.66,Al día,0
CRED02357,CLI0718,2023-12-09,Express,Referido,1300000.0,18,2.89,Al día,0
CRED02358,CLI0634,2022-06-30,Express,Convenio Empresa,2700000.0,36,2.66,Al día,0
CRED02359,CLI0098,2022-09-20,Plus,Digital,4400000.0,48,2.27,En mora,103
CRED02360,CLI0444,2022-08-23,Empresarial,Referido,8700000.0,24,,Al día,0
CRED02361,CLI0678,2020-02-10,Express,Televentas,1800000.0,60,1.76,Al día,0
CRED02362,CLI0745,2022-07-09,Express,Digital,2500000.0,18,2.28,En mora,159
CRED02363,CLI0255,2023-04-13,Express,Referido,1900000.0,24,3.0,En mora,15
CRED02364,CLI0494,2021-05-11,Plus,Televentas,7600000.0,24,1.82,Al día,0
CRED02365,CLI0355,2021-02-16,Express,Convenio Empresa,2500000.0,48,2.47,Cancelado,0
CRED02366,CLI0680,2021-08-26,Express,Digital,2000000.0,18,3.13,Cancelado,0
CRED02367,CLI0693,2023-03-12,Plus,Digital,2800000.0,24,2.58,Al día,0
CRED02368,CLI0657,2022-03-13,Plus,Televentas,3700000.0,18,2.25,Al día,0
CRED02369,CLI0395,2020-04-14,Express,Digital,1700000.0,24,2.72,Castigado,202
CRED02370,CLI0153,2021-11-14,Express,Convenio Empresa,2100000.0,48,2.9,Al día,0
CRED02371,CLI0572,2020-01-17,Plus,Digital,5000000.0,18,2.5,Al día,0
CRED02372,CLI0628,2020-07-29,Express,Televentas,1700000.0,36,2.98,Al día,0
CRED02373,CLI0056,2023-07-15,Express,Digital,1700000.0,48,2.37,Cancelado,0
CRED02374,CLI0012,2023-12-31,Empresarial,Digital,12200000.0,12,2.91,En mora,101
CRED02375,CLI0659,2022-06-03,Express,Convenio Empresa,1200000.0,36,3.12,Al día,0
CRED02376,CLI0161,2022-05-01,Plus,Digital,7200000.0,18,2.35,Castigado,184
CRED02377,CLI0518,2022-10-12,Empresarial,Televentas,5300000.0,18,2.53,En mora,144
CRED02378,CLI0481,2023-03-31,Express,Referido,2900000.0,36,2.54,Cancelado,0
CRED02379,CLI0508,2023-05-05,Express,Convenio Empresa,1600000.0,36,2.83,Al día,0
CRED02380,CLI0170,2023-02-09,Plus,Convenio Empresa,5700000.0,24,2.9,Al día,0
CRED02381,CLI0077,2021-08-18,Empresarial,Digital,11000000.0,12,1.55,Al día,0
CRED02382,CLI0770,2020-03-16,Empresarial,Digital,10900000.0,48,2.75,Al día,0
CRED02383,CLI0504,2022-09-25,Plus,Referido,4800000.0,36,2.83,Al día,0
CRED02384,CLI0329,2022-03-29,Express,Convenio Empresa,2200000.0,18,2.69,En mora,155
CRED02385,CLI0247,2022-09-22,Plus,Televentas,3600000.0,24,2.71,Al día,0
CRED02386,CLI0339,2022-11-17,Express,Convenio Empresa,2500000.0,12,1.57,En mora,20
CRED02387,CLI0285,2023-04-25,Express,Televentas,1100000.0,18,2.25,Al día,0
CRED02388,CLI0052,2023-06-06,Express,Digital,1600000.0,24,2.89,Al día,0
CRED02389,CLI0520,2023-10-21,Express,Convenio Empresa,2300000.0,24,3.09,Al día,0
CRED02390,CLI0229,2022-09-26,Plus,Convenio Empresa,5700000.0,18,1.89,Al día,0
CRED02391,CLI0564,2021-04-19,Express,Televentas,2000000.0,36,2.48,Al día,0
CRED02392,CLI0659,2020-05-04,Express,Referido,1400000.0,18,2.87,En mora,178
CRED02393,CLI0388,2022-12-17,Express,Digital,2300000.0,24,2.78,Al día,0
CRED02394,CLI0413,2020-02-08,Empresarial,Digital,8000000.0,18,2.55,Al día,0
CRED02395,CLI0241,2022-05-14,Plus,Referido,7400000.0,24,1.53,Al día,0
CRED02396,CLI0081,2023-03-26,Express,Convenio Empresa,1600000.0,18,2.73,Al día,0
CRED02397,CLI0471,2021-10-08,Express,Televentas,900000.0,36,2.81,Al día,0
CRED02398,CLI0455,2023-02-07,Express,Digital,1000000.0,24,2.73,Al día,0
CRED02399,CLI0587,2020-05-10,Empresarial,Digital,10000000.0,12,2.8,Al día,0
CRED02400,CLI0459,2021-07-02,Plus,Convenio Empresa,4200000.0,12,2.23,En mora,120
CRED02401,CLI0091,2023-08-20,Plus,Digital,8000000.0,24,3.19,Al día,0
CRED02402,CLI0511,2022-05-04,Plus,Referido,2800000.0,18,2.81,En mora,123
CRED02403,CLI0458,2022-08-27,Express,Sucursal,1600000.0,24,2.48,Al día,0
CRED02404,CLI0324,2020-08-27,Plus,Convenio Empresa,2800000.0,24,3.09,Cancelado,0
CRED02405,CLI0122,2022-10-10,Plus,Digital,,36,3.04,Al día,0
CRED02406,CLI0510,2023-06-29,Express,Convenio Empresa,3200000.0,60,2.88,Al día,0
CRED02407,CLI0764,2023-08-16,Express,Digital,1000000.0,24,2.46,Al día,0
CRED02408,CLI0670,2021-12-11,Plus,Digital,4900000.0,36,2.4,Castigado,250
CRED02409,CLI0019,2022-07-07,Empresarial,Digital,11000000.0,36,,Al día,0
CRED02410,CLI0106,2023-11-29,Express,Digital,1600000.0,48,1.93,Al día,0
CRED02411,CLI0414,2022-06-12,Empresarial,Referido,11500000.0,18,2.37,Al día,0
CRED02412,CLI0423,2020-02-12,Plus,Digital,,48,2.48,Al día,0
CRED02413,CLI0037,2020-11-26,Express,Digital,3100000.0,48,1.92,Al día,0
CRED02414,CLI0571,2021-08-12,Express,Sucursal,3500000.0,24,3.07,Al día,0
CRED02415,CLI0563,2021-01-28,Express,Digital,1700000.0,18,2.45,Al día,0
CRED02416,CLI0001,2022-08-19,Plus,Convenio Empresa,9300000.0,60,2.4,Al día,0
CRED02417,CLI0094,2021-12-05,Express,Digital,1400000.0,36,2.24,Al día,0
CRED02418,CLI0619,2022-06-16,Express,Digital,1900000.0,24,1.6,Al día,0
CRED02419,CLI0634,2021-04-20,Plus,Referido,6600000.0,36,3.0,Al día,0
CRED02420,CLI0653,2022-11-05,Plus,Digital,3400000.0,18,2.04,Cancelado,0
CRED02421,CLI0312,2021-03-25,Express,Televentas,900000.0,18,2.59,Al día,0
CRED02422,CLI0521,2023-04-18,Express,Digital,900000.0,24,2.53,En mora,168
CRED02423,CLI0576,2023-11-03,Express,Digital,3700000.0,24,2.49,Al día,0
CRED02424,CLI0212,2021-11-25,Plus,Digital,3300000.0,48,2.39,Cancelado,0
CRED02425,CLI0671,2023-05-18,Plus,Digital,3700000.0,24,1.81,Al día,0
CRED02426,CLI0688,2023-09-07,Express,Digital,1000000.0,36,1.98,Al día,0
CRED02427,CLI0468,2022-08-17,Plus,Convenio Empresa,5600000.0,18,,Al día,0
CRED02428,CLI0350,2020-09-25,Plus,Televentas,3000000.0,24,2.84,En mora,165
CRED02429,CLI0373,2021-08-23,Plus,Digital,3400000.0,18,2.23,Al día,0
CRED02430,CLI0056,2023-12-27,Plus,Televentas,4400000.0,24,1.85,Al día,0
CRED02431,CLI0229,2022-03-10,Express,Referido,1100000.0,48,1.65,Al día,0
CRED02432,CLI0466,2022-05-03,Express,Referido,1500000.0,18,2.63,Al día,0
CRED02433,CLI0340,2023-10-10,Plus,Convenio Empresa,6500000.0,36,2.22,Al día,0
CRED02434,CLI0574,2023-08-29,Plus,Referido,4600000.0,18,1.71,Al día,0
CRED02435,CLI0786,2022-01-07,Plus,Digital,4200000.0,12,2.65,Al día,0
CRED02436,CLI0635,2022-08-25,Express,Digital,1800000.0,12,1.85,Al día,0
CRED02437,CLI0615,2020-11-27,Empresarial,Televentas,8700000.0,36,2.37,En mora,104
CRED02438,CLI0485,2023-06-27,Plus,Televentas,8000000.0,18,2.02,Al día,0
CRED02439,CLI0734,2021-02-28,Express,Televentas,1200000.0,36,3.08,Al día,0
CRED02440,CLI0673,2021-08-01,Express,Televentas,1800000.0,36,1.89,En mora,98
CRED02441,CLI0373,2023-11-15,Plus,Sucursal,4200000.0,18,2.21,Al día,0
CRED02442,CLI0734,2020-06-25,Plus,Convenio Empresa,5700000.0,24,3.13,Al día,0
CRED02443,CLI0464,2023-09-28,Express,Televentas,2500000.0,24,2.04,En mora,43
CRED02444,CLI0117,2022-09-15,Empresarial,Convenio Empresa,9700000.0,60,2.6,Al día,0
CRED02445,CLI0100,2020-09-21,Express,Digital,1800000.0,18,,Al día,0
CRED02446,CLI0778,2020-12-20,Express,Digital,1900000.0,18,1.69,Castigado,117
CRED02447,CLI0675,2021-02-12,Empresarial,Digital,5000000.0,24,2.57,Cancelado,0
CRED02448,CLI0228,2020-11-16,Empresarial,Televentas,6100000.0,36,3.06,Al día,0
CRED02449,CLI0003,2023-05-25,Plus,Digital,3200000.0,36,2.27,Al día,0
CRED02450,CLI0350,2022-10-04,Empresarial,Convenio Empresa,8300000.0,48,2.56,Al día,0
CRED02451,CLI0364,2020-07-25,Express,Digital,1000000.0,48,2.54,Al día,0
CRED02452,CLI0649,2022-05-01,Empresarial,Televentas,12300000.0,18,2.21,Al día,0
CRED02453,CLI0299,2022-10-08,Express,Digital,1600000.0,24,2.55,Al día,0
CRED02454,CLI0561,2021-09-13,Express,Digital,1500000.0,36,1.94,Cancelado,0
CRED02455,CLI0535,2021-04-25,Express,Referido,1000000.0,48,2.14,Cancelado,0
CRED02456,CLI0383,2021-03-04,Express,Televentas,1600000.0,18,2.25,Al día,0
CRED02457,CLI0719,2023-02-14,Express,Sucursal,600000.0,24,2.97,Al día,0
CRED02458,CLI0109,2020-04-06,Express,Sucursal,1500000.0,48,2.09,Al día,0
CRED02459,CLI0047,2020-02-07,Express,Digital,1700000.0,24,2.58,Al día,0
CRED02460,CLI0169,2022-01-04,Express,Digital,1800000.0,24,1.86,Al día,0
CRED02461,CLI0505,2021-06-18,Plus,Referido,2300000.0,48,1.93,En mora,96
CRED02462,CLI0144,2022-01-01,Express,Sucursal,1800000.0,36,2.6,Al día,0
CRED02463,CLI0735,2023-10-18,Express,Televentas,1100000.0,18,2.8,Cancelado,0
CRED02464,CLI0761,2020-11-20,Plus,Convenio Empresa,3000000.0,18,2.29,Al día,0
CRED02465,CLI0739,2020-12-23,Empresarial,Convenio Empresa,12200000.0,24,2.07,Al día,0
CRED02466,CLI0420,2022-10-28,Plus,Digital,8100000.0,48,,Al día,0
CRED02467,CLI0110,2020-03-06,Express,Televentas,1700000.0,60,1.73,Al día,0
CRED02468,CLI0261,2020-05-10,Plus,Referido,3000000.0,36,2.73,Cancelado,0
CRED02469,CLI0626,2021-11-22,Express,Convenio Empresa,1800000.0,24,2.67,En mora,166
CRED02470,CLI0201,2022-05-31,Express,Digital,2400000.0,12,2.67,Al día,0
CRED02471,CLI0193,2020-08-21,Express,Digital,2100000.0,36,3.09,Al día,0
CRED02472,CLI0124,2023-06-18,Plus,Digital,10400000.0,24,2.74,Al día,0
CRED02473,CLI0403,2021-04-09,Express,Digital,1200000.0,36,2.01,Castigado,307
CRED02474,CLI0221,2020-09-04,Express,Referido,1800000.0,36,2.1,En mora,50
CRED02475,CLI0469,2023-02-24,Express,Digital,3000000.0,24,2.16,Al día,0
CRED02476,CLI0196,2021-04-03,Empresarial,Digital,15300000.0,60,1.55,Al día,0
CRED02477,CLI0734,2022-09-23,Plus,Digital,2000000.0,12,3.05,Al día,0
CRED02478,CLI0347,2021-06-12,Express,Televentas,1600000.0,36,1.63,Al día,0
CRED02479,CLI0111,2021-11-27,Plus,Televentas,6700000.0,24,2.69,Al día,0
CRED02480,CLI0776,2021-12-28,Plus,Digital,11000000.0,36,2.74,Al día,0
CRED02481,CLI0425,2020-04-05,Plus,Digital,5100000.0,36,2.93,Cancelado,0
CRED02482,CLI0048,2023-02-14,Express,Digital,1400000.0,12,2.44,Al día,0
CRED02483,CLI0649,2021-07-01,Empresarial,Televentas,7300000.0,18,2.73,Al día,0
CRED02484,CLI0689,2020-11-05,Express,Digital,3900000.0,18,2.01,Cancelado,0
CRED02485,CLI0603,2023-11-14,Plus,Sucursal,5200000.0,18,2.77,Al día,0
CRED02486,CLI0127,2022-11-21,Express,Televentas,1200000.0,36,2.08,Al día,0
CRED02487,CLI0791,2023-05-22,Express,Digital,1500000.0,18,3.03,Al día,0
CRED02488,CLI0462,2023-10-03,Express,Convenio Empresa,1800000.0,24,1.78,Al día,0
CRED02489,CLI0469,2020-08-01,Plus,Digital,4800000.0,18,2.04,Al día,0
CRED02490,CLI0675,2023-12-17,Express,Convenio Empresa,1100000.0,24,2.35,Al día,0
CRED02491,CLI0604,2020-04-13,Plus,Digital,3200000.0,36,2.82,En mora,70
CRED02492,CLI0517,2022-06-15,Express,Televentas,800000.0,18,2.77,Al día,0
CRED02493,CLI0138,2022-07-25,Plus,Convenio Empresa,5700000.0,36,,En mora,28
CRED02494,CLI0511,2020-08-15,Plus,Referido,3500000.0,48,1.75,Al día,0
CRED02495,CLI0005,2020-08-04,Plus,Digital,4700000.0,12,2.02,En mora,27
CRED02496,CLI0544,2023-06-04,Plus,Digital,6600000.0,36,2.32,Al día,0
CRED02497,CLI0754,2023-06-02,Plus,Televentas,4300000.0,18,2.42,Al día,0
CRED02498,CLI0050,2020-07-27,Express,Referido,1600000.0,12,2.23,Al día,0
CRED02499,CLI0567,2023-02-25,Plus,Referido,4300000.0,24,2.63,Al día,0
CRED02500,CLI0444,2020-03-26,Express,Digital,1700000.0,18,2.23,Al día,0
CRED02501,CLI0600,2022-11-04,Plus,Digital,6200000.0,48,3.11,Cancelado,0
CRED02502,CLI0495,2020-08-03,Plus,Televentas,4500000.0,12,,Al día,0
CRED02503,CLI0521,2020-12-08,Express,Digital,1300000.0,12,2.57,Al día,0
CRED02504,CLI0800,2023-07-14,Express,Digital,2500000.0,24,2.54,Al día,0
CRED02505,CLI0182,2020-08-29,Express,Digital,2700000.0,24,1.98,En mora,20
CRED02506,CLI0709,2021-02-24,Plus,Televentas,2500000.0,36,2.2,Al día,0
CRED02507,CLI0593,2022-01-10,Empresarial,Sucursal,15600000.0,18,2.12,Cancelado,0
CRED02508,CLI0178,2020-11-17,Plus,Sucursal,4500000.0,48,1.79,Castigado,275
CRED02509,CLI0749,2021-08-21,Plus,Digital,4400000.0,60,2.31,Al día,0
CRED02510,CLI0132,2023-12-21,Empresarial,Televentas,13300000.0,24,2.16,Al día,0
CRED02511,CLI0107,2022-06-23,Express,Referido,1300000.0,36,1.8,En mora,155
CRED02512,CLI0397,2022-11-02,Express,Digital,2400000.0,24,2.26,Al día,0
CRED02513,CLI0674,2022-10-17,Plus,Convenio Empresa,3500000.0,12,2.22,Al día,0
CRED02514,CLI0615,2020-07-22,Plus,Televentas,2400000.0,18,1.72,Cancelado,0
CRED02515,CLI0621,2020-11-11,Empresarial,Digital,7300000.0,12,1.72,Cancelado,0
CRED02516,CLI0330,2023-08-18,Express,Televentas,2000000.0,60,2.6,Cancelado,0
CRED02517,CLI0517,2022-01-14,Express,Digital,1100000.0,18,,Al día,0
CRED02518,CLI0394,2021-11-16,Express,Convenio Empresa,3100000.0,36,3.1,Al día,0
CRED02519,CLI0429,2020-10-09,Express,Digital,2600000.0,18,1.65,Al día,0
CRED02520,CLI0624,2020-09-08,Express,Digital,2800000.0,36,1.7,Al día,0
CRED02521,CLI0710,2021-02-17,Plus,Digital,4200000.0,18,1.59,Al día,0
CRED02522,CLI0781,2022-06-18,Express,Referido,1800000.0,36,2.4,Al día,0
CRED02523,CLI0255,2022-05-01,Plus,Televentas,2600000.0,12,2.56,Al día,0
CRED02524,CLI0281,2020-01-14,Express,Televentas,2400000.0,48,2.19,En mora,86
CRED02525,CLI0408,2021-05-17,Plus,Televentas,4600000.0,48,2.86,En mora,8
CRED02526,CLI0352,2022-08-28,Express,Televentas,2000000.0,36,2.67,En mora,62
CRED02527,CLI0302,2021-11-30,Express,Digital,3200000.0,12,3.18,Al día,0
CRED02528,CLI0464,2021-08-10,Express,Convenio Empresa,1300000.0,18,1.73,Al día,0
CRED02529,CLI0137,2022-10-31,Empresarial,Digital,9500000.0,48,1.6,En mora,73
CRED02530,CLI0142,2020-12-16,Plus,Digital,4500000.0,12,1.97,Al día,0
CRED02531,CLI0423,2020-06-23,Express,Convenio Empresa,1100000.0,18,1.53,Al día,0
CRED02532,CLI0617,2021-06-28,Express,Digital,1500000.0,24,3.09,Al día,0
CRED02533,CLI0717,2022-02-01,Empresarial,Digital,11400000.0,18,2.02,Al día,0
CRED02534,CLI0767,2022-04-29,Express,Televentas,1400000.0,18,2.44,Al día,0
